M-G362 CSV Log File created by Python,Log Duration (sec): 10.000,Press CTRL-C to exit early,,,,,,,
Creation Date:,2017-02-02 16:21:01.747000,,,,,,,,,
Scaled 32-bit Data,SF_GYRO=+0.0050/2^16 dps/lsb,SF_ACCL=+0.125/2^16 mg/lsb,SF_TEMP=+0.0042725/2^16 degC/lsb,,,,,,
Sample No.,Gx[dps],Gy[dps],Gz[dps],Ax[mG],Ay[mG],Az[mG],Ts[deg.C],Counter[dec],Error
000005012,+0.025088,+0.075667,+0.008353,-173.516003,+891.896250,+430.635935,+34.455043,38338,,1486081266.843000
000005013,+0.030084,+0.191532,+0.040082,-173.046326,+891.888180,+431.561384,+34.463588,38385,,1486081266.843000
000005014,+0.050445,+0.221871,+0.066083,-171.180599,+891.880373,+432.483671,+34.459315,38431,,1486081266.843000
000005015,+0.029964,+0.181520,+0.034906,-173.157949,+892.005833,+432.143696,+34.455043,38478,,1486081266.844000
000005016,+0.029894,+0.156146,+0.070222,-175.494448,+892.020409,+430.179516,+34.455043,38525,,1486081266.844000
000005017,+0.024888,+0.050118,+0.084323,-173.646078,+889.584309,+429.454729,+34.455043,38572,,1486081266.844000
000005018,-0.006098,+0.085100,+0.104586,-172.257463,+888.190943,+429.089195,+34.455043,38619,,1486081266.844000
000005019,-0.006065,+0.019419,+0.129329,-172.489592,+887.147516,+429.660101,+34.455043,38666,,1486081266.844000
000005020,+0.055686,+0.009828,+0.124988,-173.770271,+886.921072,+429.430120,+34.455043,38713,,1486081266.844000
000005021,+0.076173,+0.040207,+0.135739,-174.225533,+888.541309,+430.258743,+34.455043,38760,,1486081266.844000
000005022,+0.045626,-0.000190,+0.084088,-173.638178,+890.738018,+430.277035,+34.459315,38806,,1486081266.845000
000005023,+0.004289,+0.065091,+0.084195,-173.052786,+889.923553,+431.311863,+34.455043,38853,,1486081266.845000
000005024,+0.024815,+0.135838,+0.085188,-172.942486,+888.996529,+430.838392,+34.459315,38900,,1486081266.845000
000005025,+0.060844,+0.141340,+0.050163,-171.209259,+887.258152,+429.888992,+34.455043,38947,,1486081266.846000
000005026,+0.045555,+0.070628,+0.044155,-170.055540,+885.750938,+429.175173,+34.455043,38994,,1486081266.846000
000005027,+0.040406,+0.055413,+0.054094,-170.987164,+885.407095,+429.058956,+34.455043,39041,,1486081266.846000
000005028,+0.035182,+0.110878,+0.049505,-172.606173,+887.264114,+429.545582,+34.455043,39088,,1486081266.846000
000005029,+0.040341,+0.110940,+0.044494,-172.008039,+889.456713,+431.304110,+34.455043,39135,,1486081266.847000
000005030,+0.035464,+0.070812,-0.016966,-170.831142,+891.532656,+432.711706,+34.455043,39181,,1486081266.847000
000005031,+0.051201,+0.025844,-0.088359,-171.637186,+894.083284,+432.738256,+34.455043,39228,,1486081266.847000
000005032,+0.025383,+0.000228,-0.043231,-171.053581,+894.427942,+432.971596,+34.455043,39275,,1486081266.847000
000005033,+0.020224,+0.000166,-0.038220,-170.715942,+892.808878,+431.911381,+34.455043,39322,,1486081266.847000
000005034,+0.030205,+0.025114,+0.043484,-172.471256,+890.037363,+431.311056,+34.455043,39369,,1486081266.848000
000005035,+0.066196,+0.075804,+0.044483,-174.221092,+888.536913,+431.070181,+34.459315,39416,,1486081266.848000
000005036,+0.055840,+0.080817,+0.039316,-173.984409,+888.883686,+431.537085,+34.455043,39463,,1486081266.848000
000005037,+0.014632,+0.120600,+0.084890,-173.861023,+889.919497,+432.357462,+34.463588,39510,,1486081266.848000
000005038,+0.076338,+0.055465,+0.100317,-174.088594,+892.819565,+431.689928,+34.459315,39556,,1486081266.848000
000005039,+0.050367,+0.110668,+0.125941,-171.882114,+892.466993,+431.447966,+34.455043,39603,,1486081266.848000
000005040,+0.034985,+0.120724,+0.105506,-172.580574,+892.353971,+431.333164,+34.455043,39650,,1486081266.849000
000005041,+0.076182,+0.090778,+0.105761,-174.334501,+893.293802,+429.143814,+34.455043,39697,,1486081266.849000
000005042,+0.117250,+0.116270,+0.116742,-172.842453,+891.559179,+426.802889,+34.455043,39744,,1486081266.849000
000005043,+0.127633,+0.096125,+0.121755,-172.616610,+891.096157,+425.985428,+34.459315,39791,,1486081266.849000
000005044,+0.132630,+0.060708,+0.162124,-172.033640,+890.399050,+426.557405,+34.455043,39838,,1486081266.849000
000005045,+0.189061,+0.096342,+0.188664,-170.867813,+889.465086,+427.588795,+34.455043,39885,,1486081266.849000
000005046,+0.137723,+0.070792,+0.172460,-170.282825,+888.184917,+428.850790,+34.455043,39931,,1486081266.850000
000005047,+0.148031,+0.121327,+0.162945,-171.902584,+889.924438,+429.335867,+34.459315,39978,,1486081266.850000
000005048,+0.173771,+0.091355,+0.147748,-173.165216,+892.357906,+430.755131,+34.455043,40025,,1486081266.850000
000005049,+0.173910,+0.111635,+0.117459,-173.853699,+892.469400,+432.265839,+34.459315,40072,,1486081266.850000
000005050,+0.184298,+0.111983,+0.061705,-173.851221,+892.005913,+432.841879,+34.455043,40119,,1486081266.850000
000005051,+0.194829,+0.112392,-0.014380,-173.626705,+889.805490,+432.588509,+34.455043,40166,,1486081266.850000
000005052,+0.148624,+0.071569,+0.004901,-173.052496,+887.369394,+432.679327,+34.459315,40213,,1486081266.850000
000005053,+0.055854,+0.060483,+0.069597,-173.051113,+886.208584,+433.480358,+34.459315,40260,,1486081266.851000
000005054,-0.026454,+0.080047,+0.063597,-173.155588,+887.594456,+434.769615,+34.459315,40306,,1486081266.851000
000005055,-0.005796,+0.049985,+0.053407,-174.077177,+889.913090,+435.026342,+34.459315,40353,,1486081266.851000
000005056,+0.004500,+0.100636,+0.023569,-174.544893,+891.772297,+433.653416,+34.459315,40400,,1486081266.851000
000005057,-0.010915,+0.085500,+0.002882,-175.012897,+892.705549,+432.620213,+34.455043,40447,,1486081266.851000
000005058,-0.000579,+0.019920,+0.022684,-175.715158,+893.174669,+431.582962,+34.455043,40494,,1486081266.851000
000005059,+0.014787,-0.000269,+0.053180,-173.865059,+890.853611,+431.091234,+34.455043,40541,,1486081266.852000
000005060,+0.117726,+0.000497,+0.054580,-172.249563,+889.808668,+429.683872,+34.459315,40588,,1486081266.852000
000005061,+0.127892,+0.050971,+0.065396,-172.953211,+889.582541,+428.756088,+34.459315,40635,,1486081266.852000
000005062,+0.148293,+0.111569,+0.086618,-172.719700,+891.321218,+428.075714,+34.459315,40681,,1486081266.852000
000005063,+0.127569,+0.060778,+0.136646,-172.829998,+892.944263,+428.207750,+34.455043,40728,,1486081266.852000
000005064,+0.122419,+0.045563,+0.146586,-171.780409,+893.402744,+428.556646,+34.455043,40775,,1486081266.852000
000005065,+0.194608,+0.061535,+0.081660,-170.268641,+893.629164,+428.553898,+34.455043,40822,,1486081266.852000
000005066,+0.277008,+0.117801,+0.042689,-172.013287,+893.865873,+428.329317,+34.459315,40869,,1486081266.853000
000005067,+0.292396,+0.057195,+0.088021,-172.026432,+892.481174,+426.808468,+34.459315,40916,,1486081266.853000
000005068,+0.271875,+0.072142,+0.087889,-170.872766,+888.535997,+427.347210,+34.463588,40963,,1486081266.853000
000005069,+0.194468,+0.132128,+0.087458,-169.936535,+887.605051,+428.728235,+34.455043,41010,,1486081266.853000
000005070,+0.215022,+0.142375,+0.087841,-170.624615,+888.878273,+429.670340,+34.455043,41056,,1486081266.853000
000005071,+0.235487,+0.157555,+0.113684,-172.591297,+890.851917,+430.275171,+34.455043,41103,,1486081266.853000
000005072,+0.184298,+0.081517,+0.102047,-173.622955,+891.889547,+432.259647,+34.459315,41150,,1486081266.854000
000005073,+0.107115,+0.111208,+0.096219,-174.074064,+894.667503,+433.215122,+34.459315,41197,,1486081266.854000
000005074,+0.102040,+0.121503,+0.045439,-175.002863,+895.136021,+433.106968,+34.455043,41244,,1486081266.854000
000005075,+0.081341,+0.156564,+0.065843,-175.245024,+892.590151,+432.735868,+34.455043,41291,,1486081266.854000
000005076,+0.122500,+0.111398,+0.086271,-173.173172,+888.070213,+431.526829,+34.455043,41338,,1486081266.854000
000005077,+0.143064,+0.050875,+0.121509,-173.646423,+886.684410,+430.819393,+34.455043,41385,,1486081266.854000
000005078,+0.091514,+0.060298,+0.176804,-174.798124,+888.536594,+431.767984,+34.459315,41431,,1486081266.854000
000005079,+0.034904,+0.054890,+0.165821,-175.250559,+890.737185,+432.718485,+34.455043,41478,,1486081266.855000
000005080,+0.045469,+0.070381,+0.094967,-175.486204,+891.897882,+431.685780,+34.459315,41525,,1486081266.855000
000005081,+0.055969,+0.030170,+0.074368,-175.023390,+893.403608,+430.654060,+34.463588,41572,,1486081266.855000
000005082,+0.025145,-0.015392,+0.063326,-174.451143,+893.060509,+429.257545,+34.459315,41619,,1486081266.855000
000005083,+0.045501,-0.010339,+0.104316,-174.810867,+892.257750,+427.743725,+34.455043,41666,,1486081266.855000
000005084,+0.081656,-0.060413,+0.083969,-174.934368,+891.914198,+426.696978,+34.455043,41713,,1486081266.855000
000005085,+0.107434,-0.039907,+0.054035,-173.199120,+889.592764,+426.437599,+34.455043,41760,,1486081266.957000
000005086,+0.138213,+0.005726,+0.054917,-172.507927,+889.129827,+425.619085,+34.455043,41806,,1486081266.958000
000005087,+0.132747,+0.096257,+0.106584,-173.199465,+889.940969,+426.208889,+34.455043,41853,,1486081266.958000
000005088,+0.107109,+0.096032,+0.106229,-172.948021,+892.247726,+428.317135,+34.459315,41900,,1486081266.958000
000005089,+0.076159,+0.141305,+0.085946,-173.163486,+895.025024,+429.736252,+34.455043,41947,,1486081266.958000
000005090,+0.091651,+0.131265,+0.096213,-171.414110,+895.245865,+430.660168,+34.459315,41994,,1486081266.958000
000005091,+0.086441,+0.141247,+0.111491,-171.305485,+893.857672,+430.066828,+34.459315,42041,,1486081266.959000
000005092,+0.138007,+0.111490,+0.086477,-173.060106,+892.013798,+429.127239,+34.459315,42088,,1486081266.959000
000005093,+0.174040,+0.086662,+0.066390,-172.251928,+888.883873,+429.675640,+34.455043,42135,,1486081266.959000
000005094,+0.132919,+0.035818,+0.085644,-171.667976,+887.720289,+430.706751,+34.455043,42181,,1486081266.959000
000005095,+0.112276,+0.076011,+0.085772,-170.850515,+887.831367,+431.285114,+34.455043,42228,,1486081266.959000
000005096,+0.138015,+0.081297,+0.076011,-171.651716,+890.843302,+431.895939,+34.455043,42275,,1486081266.959000
000005097,+0.117490,+0.091314,+0.055506,-171.989702,+893.042578,+432.613630,+34.455043,42322,,1486081266.960000
000005098,+0.035209,+0.120895,+0.059767,-173.730543,+892.697140,+433.311501,+34.459315,42369,,1486081266.960000
000005099,+0.030039,+0.110839,+0.049435,-174.203390,+890.152987,+433.173586,+34.455043,42416,,1486081266.960000
000005100,+0.071410,+0.116256,+0.024631,-175.023390,+890.155502,+432.247437,+34.463588,42463,,1486081266.960000
000005101,+0.148369,+0.116860,+0.035856,-174.691862,+888.311676,+430.142099,+34.455043,42510,,1486081266.960000
000005102,+0.112240,+0.096187,+0.085977,-173.649536,+887.034161,+430.126741,+34.455043,42556,,1486081266.960000
000005103,+0.060806,+0.060395,+0.105243,-171.438965,+886.561384,+430.695129,+34.455043,42603,,1486081266.960000
000005104,+0.065997,+0.095760,+0.095504,-171.314480,+888.758533,+431.062891,+34.459315,42650,,1486081266.961000
000005105,+0.081375,+0.116032,+0.101001,-172.702402,+892.007572,+430.633911,+34.459315,42697,,1486081266.961000
000005106,+0.081341,+0.156564,+0.065843,-173.633278,+894.333309,+429.267307,+34.455043,42744,,1486081266.961000
000005107,+0.076343,+0.136366,+0.055400,-172.713474,+893.637812,+427.981461,+34.459315,42791,,1486081266.961000
000005108,+0.153659,+0.031016,+0.060461,-171.438330,+891.779285,+428.307867,+34.459315,42838,,1486081266.961000
000005109,+0.194817,-0.039300,+0.070473,-171.790094,+891.784109,+427.729536,+34.455043,42885,,1486081266.962000
000005110,+0.102199,+0.000246,+0.084860,-172.384136,+888.543276,+427.236609,+34.459315,42931,,1486081266.962000
000005111,+0.132737,+0.111411,+0.101656,-172.737288,+888.084854,+426.653931,+34.455043,42978,,1486081266.962000
000005112,+0.137876,+0.111314,+0.127131,-172.380676,+889.933386,+427.133661,+34.459315,43025,,1486081266.962000
000005113,+0.127612,+0.101284,+0.101484,-171.902180,+892.014193,+428.312014,+34.455043,43072,,1486081266.963000
000005114,+0.081433,+0.075795,+0.080269,-172.936895,+892.823441,+429.830837,+34.455043,43119,,1486081266.963000
000005115,+0.076454,+0.101124,+0.039797,-173.050766,+891.660568,+430.863760,+34.459315,43166,,1486081266.963000
000005116,+0.102248,+0.121652,+0.004781,-172.477539,+889.690950,+430.495440,+34.459315,43213,,1486081266.963000
000005117,+0.076526,+0.081129,+0.004025,-172.251581,+888.999683,+429.676727,+34.455043,43260,,1486081266.963000
000005118,+0.091851,+0.065941,+0.044735,-172.019110,+888.534868,+429.903595,+34.455043,43306,,1486081266.964000
000005119,+0.050600,+0.070536,+0.074715,-173.063164,+887.377272,+430.824018,+34.455043,43353,,1486081266.964000
000005120,+0.055721,+0.110993,+0.059949,-174.565939,+888.769875,+431.537891,+34.455043,43400,,1486081266.964000
000005121,+0.030014,+0.171476,+0.024641,-176.069405,+890.626883,+431.908152,+34.455043,43447,,1486081266.965000
000005122,+0.133107,+0.147039,+0.015618,-175.015778,+891.775303,+432.726589,+34.463588,43494,,1486081266.965000
000005123,+0.091916,+0.101287,+0.029844,-173.502913,+891.771017,+432.954096,+34.459315,43541,,1486081266.965000
000005124,-0.016122,+0.075262,+0.028118,-173.153799,+891.771505,+432.953421,+34.455043,43588,,1486081266.965000
000005125,-0.005855,+0.039924,+0.053309,-173.741211,+891.776985,+431.911446,+34.455043,43635,,1486081266.965000
000005126,+0.025023,+0.009854,+0.063586,-173.167984,+891.199413,+430.860250,+34.455043,43681,,1486081266.965000
000005127,+0.076606,+0.005268,+0.043907,-172.709320,+890.619394,+430.156933,+34.459315,43728,,1486081266.966000
000005128,+0.076679,+0.000312,+0.023529,-172.011209,+890.848614,+430.156836,+34.459315,43775,,1486081266.966000
000005129,+0.055989,+0.030329,+0.043882,-171.071974,+892.348242,+430.979828,+34.459315,43822,,1486081266.966000
000005130,+0.066064,+0.116204,+0.039814,-171.415092,+893.160255,+431.452971,+34.455043,43869,,1486081266.966000
000005131,+0.055683,+0.151388,+0.050195,-171.069496,+892.348770,+431.328243,+34.455043,43916,,1486081266.966000
000005132,-0.021396,+0.140772,+0.033795,-172.001120,+893.860987,+430.301527,+34.455043,43963,,1486081266.966000
000005133,-0.000869,+0.110535,+0.064259,-173.052439,+893.287470,+429.719576,+34.455043,44010,,1486081266.967000
000005134,+0.086786,+0.030615,+0.039225,-172.128080,+891.895317,+429.471539,+34.455043,44056,,1486081266.967000
000005135,+0.112499,+0.020567,+0.069960,-172.022972,+890.623180,+428.298895,+34.459315,44103,,1486081266.967000
000005136,+0.122579,+0.066003,+0.085810,-172.145380,+889.352901,+427.823843,+34.455043,44150,,1486081266.967000
000005137,+0.163739,+0.076451,+0.076311,-172.728638,+888.892048,+427.705404,+34.455043,44197,,1486081266.967000
000005138,+0.112225,+0.086055,+0.096038,-172.488209,+890.162840,+428.412512,+34.455043,44244,,1486081266.967000
000005139,+0.122402,+0.111266,+0.116761,-173.169712,+892.476421,+429.944321,+34.455043,44291,,1486081266.968000
000005140,+0.153391,+0.111680,+0.076529,-174.214460,+893.871292,+429.496822,+34.455043,44338,,1486081266.968000
000005141,+0.168944,+0.041183,+0.076023,-174.803947,+892.949905,+428.562143,+34.455043,44385,,1486081266.968000
000005142,+0.138132,-0.004494,+0.085304,-174.352491,+890.983782,+427.266319,+34.455043,44431,,1486081266.968000
000005143,+0.174215,+0.031152,+0.065823,-173.547543,+889.127872,+426.781883,+34.459315,44478,,1486081266.968000
000005144,+0.184235,+0.101785,+0.087011,-173.427788,+887.851381,+427.929869,+34.455043,44525,,1486081266.968000
000005145,+0.148139,+0.161921,+0.107456,-173.417467,+888.423716,+429.442652,+34.459315,44572,,1486081266.969000
000005146,+0.184164,+0.142137,+0.087420,-172.939318,+890.388716,+430.619919,+34.455043,44619,,1486081266.969000
000005147,+0.168873,+0.081535,+0.076432,-172.699232,+892.239721,+430.984501,+34.455043,44666,,1486081266.970000
000005148,+0.148552,+0.031157,+0.024823,-171.993856,+892.812893,+432.031530,+34.455043,44713,,1486081266.970000
000005149,+0.148536,+0.091542,+0.045755,-172.915213,+893.851528,+433.087286,+34.463588,44760,,1486081266.971000
000005150,+0.065976,+0.100918,+0.075233,-173.608021,+894.203190,+433.557676,+34.455043,44806,,1486081266.971000
000005151,+0.097109,+0.035668,+0.049576,-171.640701,+891.647259,+433.410896,+34.459315,44853,,1486081266.971000
000005152,+0.071542,+0.015448,+0.013449,-170.605989,+889.909983,+432.347322,+34.459315,44900,,1486081266.972000
000005153,+0.019901,+0.035122,+0.043445,-170.383839,+888.176809,+431.402845,+34.455043,44947,,1486081266.972000
000005154,-0.005955,+0.049902,+0.078820,-171.309235,+889.453537,+431.533810,+34.455043,44994,,1486081266.972000
000005155,-0.026307,-0.010630,+0.042353,-173.271074,+892.816519,+432.267666,+34.455043,45041,,1486081266.972000
000005156,-0.036534,-0.025797,+0.031896,-172.690929,+891.771065,+432.603951,+34.455043,45088,,1486081266.972000
000005157,+0.009856,-0.030489,+0.027391,-171.999447,+892.002077,+431.559523,+34.459315,45135,,1486081266.972000
000005158,+0.004666,-0.010238,+0.007202,-173.515657,+892.940090,+430.181772,+34.455043,45181,,1486081266.973000
000005159,-0.021288,+0.004410,+0.073067,-173.993750,+891.556992,+428.662441,+34.455043,45228,,1486081266.973000
000005160,+0.060796,+0.019934,+0.130242,-174.582544,+891.099232,+427.616119,+34.455043,45275,,1486081266.973000
000005161,+0.122442,+0.030294,+0.171836,-173.889332,+889.589222,+427.715248,+34.459315,45322,,1486081266.973000
000005162,+0.158235,+0.151763,+0.148152,-171.327223,+889.463593,+428.518192,+34.455043,45369,,1486081266.973000
000005163,+0.214927,+0.122023,+0.128290,-172.019802,+891.319345,+428.421862,+34.455043,45416,,1486081266.973000
000005164,+0.189313,+0.101737,+0.107408,-175.031578,+894.804058,+428.464298,+34.455043,45463,,1486081266.973000
000005165,+0.204735,+0.031065,+0.147555,-175.145391,+893.991077,+429.268969,+34.455043,45510,,1486081266.974000
000005166,+0.230483,+0.031307,+0.137743,-173.174902,+890.507257,+430.041838,+34.455043,45556,,1486081266.974000
000005167,+0.230626,+0.061834,+0.077070,-170.972633,+889.343103,+429.559837,+34.455043,45603,,1486081266.974000
000005168,+0.230674,+0.097159,+0.067261,-171.906389,+888.882530,+429.210104,+34.459315,45650,,1486081266.974000
000005169,+0.250991,+0.086993,+0.128424,-172.140190,+888.073959,+429.319700,+34.455043,45697,,1486081266.974000
000005170,+0.189099,+0.111561,+0.168490,-172.014612,+888.184343,+430.828217,+34.455043,45744,,1486081266.974000
000005171,+0.173768,+0.167189,+0.107862,-171.999737,+889.916086,+432.468309,+34.455043,45791,,1486081266.975000
000005172,+0.174008,+0.142233,+0.046626,-172.921328,+892.698736,+432.497414,+34.455043,45838,,1486081266.975000
000005173,+0.132965,+0.111719,+0.030513,-171.404715,+893.618471,+432.965124,+34.455043,45885,,1486081266.975000
000005174,+0.045597,+0.090777,+0.044355,-172.452631,+893.157141,+432.963726,+34.459315,45931,,1486081266.975000
000005175,+0.066095,+0.070742,+0.054599,-172.000082,+889.568266,+432.581036,+34.455043,45978,,1486081266.975000
000005176,+0.066102,+0.075808,+0.049568,-172.246738,+887.836941,+431.057686,+34.455043,46025,,1486081266.975000
000005177,+0.091842,+0.015369,+0.074714,-171.556931,+887.606787,+429.893389,+34.455043,46072,,1486081266.976000
000005178,+0.081514,+0.020290,+0.084788,-171.094059,+888.070360,+429.316294,+34.455043,46119,,1486081266.976000
000005179,+0.071347,+0.015184,+0.074429,-171.086504,+889.340265,+430.023697,+34.459315,46166,,1486081266.976000
000005180,+0.102117,+0.040712,+0.064947,-172.703384,+891.778027,+430.516214,+34.455043,46213,,1486081266.976000
000005181,+0.143329,+0.111771,+0.030649,-173.858196,+893.747955,+430.885965,+34.459315,46260,,1486081266.976000
000005182,+0.117496,+0.106490,+0.045496,-174.096149,+893.637726,+429.958214,+34.455043,46306,,1486081266.976000
000005183,+0.127805,+0.056042,+0.065451,-172.709610,+892.709538,+429.017097,+34.455043,46353,,1486081266.977000
000005184,+0.153602,+0.000735,+0.070321,-172.832073,+891.785389,+428.428856,+34.455043,46400,,1486081266.977000
000005185,+0.117592,+0.030650,+0.080296,-173.774136,+889.473398,+427.597797,+34.459315,46447,,1486081266.977000
000005186,+0.096796,+0.085936,+0.095827,-173.889967,+889.011473,+427.826262,+34.455043,46494,,1486081266.977000
000005187,+0.117259,+0.111227,+0.116691,-173.067661,+890.975901,+428.306023,+34.455043,46541,,1486081266.977000
000005188,+0.127531,+0.156789,+0.096965,-171.547243,+892.937544,+428.899496,+34.455043,46588,,1486081266.977000
000005189,+0.127483,+0.212338,+0.082283,-172.115973,+894.324629,+430.306253,+34.455043,46635,,1486081266.978000
000005190,+0.127678,+0.156987,+0.051230,-172.806128,+894.206964,+431.583275,+34.455043,46681,,1486081266.978000
000005191,+0.148343,+0.131992,+0.036010,-171.996624,+892.582430,+431.681400,+34.455043,46728,,1486081266.978000
000005192,+0.142972,+0.131644,+0.107083,-172.241896,+891.546352,+430.048586,+34.455043,46775,,1486081266.978000
000005193,+0.142909,+0.111337,+0.137368,-173.874401,+889.814798,+430.037588,+34.455043,46822,,1486081266.978000
000005194,+0.102084,+0.010202,+0.115452,-173.412277,+888.072805,+430.483257,+34.459315,46869,,1486081266.978000
000005195,+0.158737,-0.004291,+0.075422,-173.282145,+890.502632,+431.550024,+34.455043,46916,,1486081266.979000
000005196,+0.210249,+0.031473,+0.056151,-174.668739,+891.776951,+432.377954,+34.459315,46963,,1486081266.980000
000005197,+0.148326,+0.076354,+0.071018,-175.009436,+892.935623,+433.086327,+34.455043,47010,,1486081266.980000
000005198,+0.091690,+0.111226,+0.070604,-175.008053,+895.486931,+432.066362,+34.455043,47056,,1486081266.980000
000005199,-0.016092,+0.095526,+0.007996,-174.554176,+893.403452,+431.233395,+34.455043,47103,,1486081266.980000
000005200,-0.046985,+0.105354,+0.012759,-173.178707,+890.857399,+429.233198,+34.455043,47150,,1486081266.981000
000005201,-0.016100,+0.004379,+0.083296,-173.776556,+889.126740,+427.362568,+34.459315,47197,,1486081266.981000
000005202,+0.086509,+0.030242,+0.125614,-174.944401,+888.323692,+426.779282,+34.455043,47244,,1486081266.981000
000005203,+0.091905,+0.030360,+0.095186,-174.243982,+888.663795,+427.243290,+34.463588,47291,,1486081266.981000
000005204,+0.040403,+0.045166,+0.084478,-173.887604,+890.864296,+427.379244,+34.459315,47338,,1486081266.981000
000005205,+0.066056,+0.080672,+0.085187,-173.187416,+891.788380,+427.385664,+34.459315,47385,,1486081266.981000
000005206,+0.102012,+0.060663,+0.110882,-173.762373,+893.642960,+427.520926,+34.459315,47431,,1486081266.982000
000005207,+0.117570,+0.071068,+0.065460,-173.876532,+893.874207,+427.755447,+34.459315,47478,,1486081266.982000
000005208,+0.184360,+0.076676,+0.061347,-171.558315,+891.319679,+427.840422,+34.455043,47525,,1486081266.982000
000005209,+0.127863,+0.051064,+0.050155,-172.021532,+890.508287,+428.530241,+34.455043,47572,,1486081267.081000
000005210,+0.132981,+0.056126,+0.055358,-173.879589,+889.933702,+429.110792,+34.455043,47619,,1486081267.082000
000005211,+0.148353,+0.061223,+0.070865,-173.180784,+889.234505,+429.681929,+34.455043,47666,,1486081267.082000
000005212,+0.168941,+0.061403,+0.066064,-173.407375,+891.204081,+429.701155,+34.455043,47713,,1486081267.082000
000005213,+0.055859,+0.060619,+0.044193,-172.463989,+892.005365,+431.561497,+34.455043,47760,,1486081267.082000
000005214,+0.035160,+0.029956,+0.099503,-171.521643,+891.995205,+433.646206,+34.455043,47806,,1486081267.082000
000005215,+0.035174,+0.050197,+0.084463,-173.492823,+893.855358,+433.554037,+34.455043,47853,,1486081267.083000
000005216,+0.092019,+0.030513,+0.059614,-174.197624,+893.046030,+432.851873,+34.463588,47900,,1486081267.083000
000005217,+0.127852,+0.045861,+0.080590,-173.398094,+891.660994,+431.096865,+34.459315,47947,,1486081267.083000
000005218,+0.138071,+0.030814,+0.085663,-172.706842,+890.851931,+430.391537,+34.455043,47994,,1486081267.083000
000005219,+0.086622,+0.040505,+0.085063,-171.663826,+888.878006,+430.833601,+34.455043,48041,,1486081267.083000
000005220,+0.066015,+0.060523,+0.084987,-172.241550,+889.110081,+431.301607,+34.455043,48088,,1486081267.084000
000005221,+0.045428,+0.075381,+0.105182,-173.515368,+889.921919,+431.776859,+34.459315,48135,,1486081267.084000
000005222,+0.055865,+0.075795,+0.034183,-174.321356,+893.518461,+431.233723,+34.455043,48181,,1486081267.084000
000005223,+0.127958,+0.040949,+0.050049,-174.088594,+894.443619,+430.893240,+34.459315,48228,,1486081267.084000
000005224,+0.066264,+0.020413,+0.028679,-173.400803,+892.012432,+430.404675,+34.455043,48275,,1486081267.084000
000005225,+0.045776,+0.000145,+0.012948,-172.363668,+890.389809,+429.690142,+34.455043,48322,,1486081267.084000
000005226,+0.096941,+0.040629,+0.075040,-172.027067,+888.887327,+428.399044,+34.455043,48369,,1486081267.085000
000005227,+0.138037,+0.096495,+0.060919,-171.449688,+889.003458,+427.702328,+34.455043,48416,,1486081267.085000
000005228,+0.107141,+0.070928,+0.085651,-171.559006,+889.231997,+428.748747,+34.455043,48463,,1486081267.085000
000005229,+0.117343,+0.035501,+0.131168,-170.499382,+889.568867,+430.836332,+34.455043,48510,,1486081267.086000
000005230,+0.071134,+0.025008,+0.135511,-170.952971,+892.346294,+431.443390,+34.459315,48556,,1486081267.086000
000005231,+0.035207,+0.075390,+0.084715,-171.998062,+893.393351,+431.108622,+34.459315,48603,,1486081267.086000
000005232,+0.055717,+0.110856,+0.085354,-172.937298,+891.661715,+430.399439,+34.459315,48650,,1486081267.086000
000005233,+0.107126,+0.151670,+0.071220,-173.410202,+890.391720,+429.693090,+34.459315,48697,,1486081267.086000
000005234,+0.107098,+0.121296,+0.096322,-174.107967,+889.814297,+429.921898,+34.459315,48744,,1486081267.086000
000005235,+0.096802,+0.101112,+0.085817,-174.923298,+888.659906,+430.146116,+34.455043,48791,,1486081267.086000
000005236,+0.168895,+0.041117,+0.091268,-175.735916,+889.010138,+430.152025,+34.455043,48838,,1486081267.086000
000005237,+0.138056,+0.045831,+0.106139,-173.875147,+888.305252,+430.718916,+34.459315,48885,,1486081267.086000
000005238,+0.081370,+0.065598,+0.105575,-172.007347,+889.456324,+431.420095,+34.455043,48931,,1486081267.087000
000005239,+0.066015,+0.060523,+0.084987,-172.463989,+891.309345,+431.902933,+34.455043,48978,,1486081267.087000
000005240,+0.066192,+0.040408,+0.064451,-173.742998,+892.936110,+431.109953,+34.459315,49025,,1486081267.087000
000005241,+0.086771,+0.080891,+0.065137,-175.729115,+892.018606,+429.947384,+34.463588,49072,,1486081267.087000
000005242,+0.096766,+0.131398,+0.081043,-173.881319,+890.282679,+428.650110,+34.455043,49119,,1486081267.087000
000005243,+0.091486,+0.116006,+0.131636,-172.259886,+887.844288,+428.853964,+34.455043,49166,,1486081267.087000
000005244,+0.076100,+0.100778,+0.126190,-173.076311,+887.384621,+428.620298,+34.455043,49213,,1486081267.087000
000005245,+0.065896,+0.090699,+0.105620,-172.723450,+888.541136,+428.746014,+34.455043,49260,,1486081267.087000
000005246,+0.101830,+0.111108,+0.116480,-170.618732,+890.847050,+429.688810,+34.455043,49306,,1486081267.087000
000005247,+0.107109,+0.070884,+0.095814,-171.310619,+892.470407,+429.822279,+34.455043,49353,,1486081267.088000
000005248,+0.065991,+0.055435,+0.095099,-170.604202,+893.855024,+430.644943,+34.455043,49400,,1486081267.088000
